# modifier 1.0, modifier 1.1, modifier 1.2, modifier 1.3, modifier 1.4, modifier 1.5, 
3.756549835205078125e+01, 4.131475067138671875e+01, 4.506399917602539062e+01, 4.881325149536132812e+01, 5.256250000000000000e+01, 5.631174850463867188e+01
3.750083118438720930e+01, 4.123331382751464957e+01, 4.496544429779052621e+01, 4.869823863983154411e+01, 5.243165004730224865e+01, 5.616303047180176122e+01
3.743664680480956974e+01, 4.115247467041015739e+01, 4.486761581420898182e+01, 4.858406459808349354e+01, 5.230176147460937841e+01, 5.601539348602295121e+01
3.737294162750244197e+01, 4.107223316192627038e+01, 4.477050193786621435e+01, 4.847074897766113111e+01, 5.217281677246094063e+01, 5.586882873535156335e+01
3.730972869873046704e+01, 4.099258266448974553e+01, 4.467410057067871065e+01, 4.835826114654540930e+01, 5.204481227874755689e+01, 5.572333175659179716e+01
3.724698772430419780e+01, 4.091352031707763359e+01, 4.457841907501220646e+01, 4.824659580230712663e+01, 5.191774078369140710e+01, 5.557889106750488395e+01
3.718471446990966456e+01, 4.083503837585449503e+01, 4.448343757629394446e+01, 4.813574642181396257e+01, 5.179159481048584013e+01, 5.543549922943115149e+01
3.712290657043457287e+01, 4.075713317871093722e+01, 4.438915115356445540e+01, 4.802570652008056840e+01, 5.166635372161865547e+01, 5.529314971923827926e+01
3.706155963897705163e+01, 4.067980148315430000e+01, 4.429555332183837635e+01, 4.791646976470947550e+01, 5.154202342987060348e+01, 5.515305770874023494e+01
3.700065818786620753e+01, 4.060303844451904354e+01, 4.420263946533203381e+01, 4.780803043365478544e+01, 5.141859695434570199e+01, 5.501379222869873331e+01
3.694021076202392351e+01, 4.052683799743652315e+01, 4.411040477752685263e+01, 4.770039115905761662e+01, 5.129706317901611357e+01, 5.487559078216552422e+01
3.688021343231201143e+01, 4.045119773864745838e+01, 4.401884407043456804e+01, 4.759353710174560348e+01, 5.117621707916259766e+01, 5.473857536315917827e+01
3.682066177368164261e+01, 4.037611267089843636e+01, 4.392795112609863395e+01, 4.748798599243163920e+01, 5.105604091644286768e+01, 5.460285160064697152e+01
3.676155269622802990e+01, 4.030157768249511463e+01, 4.383771800994873047e+01, 4.738348396301269361e+01, 5.093651573181152514e+01, 5.446731708526611015e+01
3.670288429260254048e+01, 4.022758842468261520e+01, 4.374814258575439396e+01, 4.728003536224365178e+01, 5.081899742126464758e+01, 5.433365726470947266e+01
3.664465057373046619e+01, 4.015414234161377038e+01, 4.365923332214355668e+01, 4.717663608551025334e+01, 5.070152675628661854e+01, 5.420152885437011747e+01
3.658684894561767464e+01, 4.008123291015625256e+01, 4.357199779510497706e+01, 4.707449771881103828e+01, 5.058495479583740462e+01, 5.407521381378173686e+01
3.652947578430175923e+01, 4.000885723114013359e+01, 4.348468280792236129e+01, 4.697390178680419837e+01, 5.046976940155029467e+01, 5.394739025115966768e+01
3.647252971649169950e+01, 3.993702724456787223e+01, 4.339904346466064311e+01, 4.687310718536377152e+01, 5.035674137115478288e+01, 5.382204349517822095e+01
3.641600379943847798e+01, 3.986572994232177791e+01, 4.331332469940185348e+01, 4.677333972930907890e+01, 5.024478672027587578e+01, 5.369949039459228857e+01
3.635989700317382756e+01, 3.979495464324951115e+01, 4.322851367950439538e+01, 4.667510494232178075e+01, 5.013463226318359034e+01, 5.357816421508788807e+01
3.630420585632324304e+01, 3.972521652221679744e+01, 4.314487403869628679e+01, 4.657893203735351761e+01, 5.002632015228271456e+01, 5.345670898437499829e+01
3.624892581939697322e+01, 3.965627452850341683e+01, 4.306139724731445284e+01, 4.648257511138915987e+01, 4.991797145843506200e+01, 5.333765422821044666e+01
3.619406318664550781e+01, 3.958761634826660014e+01, 4.297831165313720447e+01, 4.638905292510986555e+01, 4.981157127380370753e+01, 5.322267807006836193e+01
3.613960609436035298e+01, 3.952026752471923743e+01, 4.289675739288330192e+01, 4.629640205383300611e+01, 4.970551670074463146e+01, 5.310958633422851705e+01
3.608555076599120781e+01, 3.945308708190918168e+01, 4.281522464752197266e+01, 4.620472515106201428e+01, 4.960292255401611072e+01, 5.299703041076659815e+01
3.603189445495605270e+01, 3.938579067230224950e+01, 4.273497089385986669e+01, 4.611426845550536768e+01, 4.950006008148193359e+01, 5.288541931152343523e+01
3.597863376617431896e+01, 3.931898975372314453e+01, 4.265690807342529212e+01, 4.602517230987548658e+01, 4.939880733489989950e+01, 5.277340290069579964e+01
3.592575832366943445e+01, 3.925346992492675469e+01, 4.257930152893066378e+01, 4.593542926788330050e+01, 4.929943130493163750e+01, 5.266578765869140710e+01
3.587327255249023494e+01, 3.918887256622314652e+01, 4.250148223876953324e+01, 4.585045391082763899e+01, 4.920300891876220817e+01, 5.255661197662353601e+01
3.582170074462890597e+01, 3.912455745697021570e+01, 4.242792114257812841e+01, 4.576416435241699077e+01, 4.910409461975097400e+01, 5.245462944030762031e+01
3.577027225494384766e+01, 3.906115909576416101e+01, 4.235463371276855327e+01, 4.567997932434082031e+01, 4.901042377471923572e+01, 5.235010822296142408e+01
3.571989574432372905e+01, 3.899829765319824304e+01, 4.228081123352050952e+01, 4.559902591705322550e+01, 4.891530986785888757e+01, 5.224758678436279524e+01
3.566980503082275078e+01, 3.893544689178466456e+01, 4.220937587738037422e+01, 4.551585376739502209e+01, 4.882383029937744112e+01, 5.214365856170654467e+01
3.562051830291748189e+01, 3.887491779327392294e+01, 4.213842571258545178e+01, 4.543404140472411967e+01, 4.873091766357421761e+01, 5.204501338958740320e+01
3.557152160644531591e+01, 3.881535041809082287e+01, 4.206783702850341911e+01, 4.535388198852538721e+01, 4.864152645111084183e+01, 5.194391735076904126e+01
3.552241218566894787e+01, 3.875818969726562813e+01, 4.199902290344238054e+01, 4.527690319061279212e+01, 4.855067569732666044e+01, 5.184971061706542628e+01
3.547342739105224751e+01, 3.870102958679198935e+01, 4.192760978698730412e+01, 4.520026409149169666e+01, 4.846192955017090043e+01, 5.175558876037597855e+01
3.542534381866455107e+01, 3.864266086578368942e+01, 4.186071681976318359e+01, 4.512557846069336165e+01, 4.837402957916259538e+01, 5.166233722686767749e+01
3.537725559234618800e+01, 3.858614692687988423e+01, 4.179394470214843693e+01, 4.505185340881347855e+01, 4.829054290771484403e+01, 5.157144306182861015e+01
