# modifier 1.0, modifier 1.1, modifier 1.2, modifier 1.3, modifier 1.4, modifier 1.5, 
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.562170308967591536e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.549610650590299413e-04, 2.662647575985928523e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.549610650590299413e-04, 2.574729967344883659e-04, 2.738005526249681263e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.511931675458423043e-04, 2.624968600854052153e-04, 2.612408942476760029e-04, 2.851042451645310373e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.562170308967592078e-04, 2.662647575985928523e-04, 2.725445867872389140e-04, 3.102235619191153382e-04
2.511931675458423043e-04, 2.511931675458423043e-04, 2.624968600854052153e-04, 2.687766892740513312e-04, 2.888721426777186743e-04, 3.340869128359705352e-04
2.511931675458423043e-04, 2.537050992213007289e-04, 2.624968600854052153e-04, 2.763124843004266052e-04, 3.152474252700321333e-04, 3.742778196433053299e-04
2.511931675458423043e-04, 2.537050992213007289e-04, 2.725445867872389140e-04, 2.989198693795523730e-04, 3.303190153227827356e-04, 4.094448630997234379e-04
2.524491333835715166e-04, 2.574729967344883659e-04, 2.913840743531770990e-04, 3.202712886209491995e-04, 3.554383320773671449e-04, 4.596834966088920397e-04
2.549610650590299413e-04, 2.599849284099467906e-04, 3.102235619191153382e-04, 3.441346395378042881e-04, 3.906053755337855781e-04, 4.973624717407685181e-04
2.599849284099467906e-04, 2.675207234363220646e-04, 3.353428786736995849e-04, 3.705099221301178555e-04, 4.257724189902035777e-04, 5.463451394122078534e-04
2.700326551117805435e-04, 2.813363476513434003e-04, 3.566942979150961946e-04, 3.993971363978897934e-04, 4.546596332579754614e-04, 5.990957045968348799e-04
2.750565184626973928e-04, 3.064556644059276470e-04, 3.755337854810344338e-04, 4.333082140165786349e-04, 5.011303692539563178e-04, 6.405425772418988327e-04
2.800803818136141880e-04, 3.202712886209490369e-04, 4.069329314242650132e-04, 4.647073599598091601e-04, 5.526249686008540777e-04, 6.882692790756090098e-04
2.876161768399894620e-04, 3.441346395378042881e-04, 4.345641798543078472e-04, 5.011303692539563178e-04, 5.953278070836475139e-04, 7.560914343129868011e-04
3.051996985681984347e-04, 3.654860587792010062e-04, 4.647073599598089974e-04, 5.476011052499373368e-04, 6.430545089173575826e-04, 8.088419994976137192e-04
3.215272544586783034e-04, 3.843255463451394080e-04, 4.973624717407687350e-04, 6.066314996232103707e-04, 6.882692790756094435e-04, 8.929917106254714335e-04
3.391107761868872761e-04, 4.031650339110775931e-04, 5.375533785481035297e-04, 6.644059281587541381e-04, 7.297161517206730711e-04, 9.645817633760366992e-04
3.554383320773671449e-04, 4.395880432052248050e-04, 5.903039437327304477e-04, 7.171564933433809477e-04, 7.900025119316751547e-04, 1.051243406179352188e-03
3.755337854810346506e-04, 4.772670183371012292e-04, 6.543582014569203310e-04, 7.812107510675708310e-04, 8.490329063049482971e-04, 1.147952775684501483e-03
3.956292388847022106e-04, 5.111780959557900164e-04, 7.108766641547352655e-04, 8.389851796031145984e-04, 9.030394373273045901e-04, 1.219542828435066532e-03
4.144687264506403956e-04, 5.425772418990202706e-04, 7.724189902034666157e-04, 9.055513690027627979e-04, 9.746294900778694221e-04, 1.316252197940216044e-03
4.320522481788494225e-04, 5.827681487063552821e-04, 8.251695553880937506e-04, 9.846772167797033376e-04, 1.031147952775684140e-03, 1.416729464958553248e-03
4.546596332579752446e-04, 6.254709871891483931e-04, 8.766641547349914021e-04, 1.061291132881185453e-03, 1.101482039688520681e-03, 1.504647073599597353e-03
4.923386083898517772e-04, 6.656618939964832962e-04, 9.344385832705351695e-04, 1.125345390605375119e-03, 1.165536297412710564e-03, 1.582516955538808842e-03
5.187138909821651820e-04, 7.071087666415474659e-04, 9.871891484551620875e-04, 1.210751067570962425e-03, 1.239638281838734146e-03, 1.682994222557146263e-03
5.526249686008539693e-04, 7.523235367997991099e-04, 1.046219542828435338e-03, 1.288620949510173048e-03, 1.307460437076111504e-03, 1.791007284601858849e-03
5.727204220045213666e-04, 8.063300678221554029e-04, 1.103993971363979214e-03, 1.360211002260738314e-03, 1.387842250690781093e-03, 1.900276312484300593e-03
5.978397387591057217e-04, 8.590806330067822126e-04, 1.169304194925898472e-03, 1.419241396634011131e-03, 1.474503893494097124e-03, 2.017081135393117720e-03
6.292388847023360843e-04, 9.168550615423260884e-04, 1.243406179351921837e-03, 1.513438834463701459e-03, 1.606380306455665232e-03, 2.125094197437830089e-03
6.644059281587540297e-04, 9.670936950514949070e-04, 1.321276061291133327e-03, 1.607636272293393523e-03, 1.708113539311731160e-03, 2.251946747048481131e-03
7.058528008038180909e-04, 1.014820396885204650e-03, 1.399145943230343733e-03, 1.710625470987188392e-03, 1.808590806330068147e-03, 2.371263501632757224e-03
7.460437076111531025e-04, 1.067570962069831677e-03, 1.478271791007284598e-03, 1.806078874654608530e-03, 1.891484551620196053e-03, 2.495604119567948649e-03
7.799547852298418897e-04, 1.129113288118563027e-03, 1.557397638784224813e-03, 1.914091936699321766e-03, 2.009545340366741904e-03, 2.640040190906806604e-03
